Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
배가본드;Vagabundo;TMDB;2019;Un drama de espionaje sobre un hombre común que se encuentra con circunstancias sorprendentes que lo ubican en el centro de un gran escándalo de corrupción.;https://image.tmdb.org/t/p/original/iSB720SU8k53NOsemk55aIqTAKI.jpg;Drama, Misterio, Action & Adventure;8.29;1;16;https://www.themoviedb.org/tv/92983;https://image.tmdb.org/t/p/original/6BdGjKqud1rFcEa7p2zGfc29z5H.jpg;T1:16;이승기 (Cha Dal-gun), 수지 (Go Hae-ri / Elsa), 신성록 (Gi Tae-woong), 문정희 (Jessica Lee), 백윤식 (Jung Gook-pyo), 문성근 (Hong Sun-jo);https://image.tmdb.org/t/p/w185/urz7CEh9rpC9GFqh5ht8R65dY9w.jpg, https://image.tmdb.org/t/p/w185/39x6Dc4ELZxHbxCuOM0ddbwKh3F.jpg, https://image.tmdb.org/t/p/w185/6ajwIMcTc2jVFsjVOx2W0XARxpj.jpg, https://image.tmdb.org/t/p/w185/6V48aFHytTUAHG9EJ5JObUEbXOV.jpg, https://image.tmdb.org/t/p/w185/fLpY36m4pTnj5nLOBkyYKK69ela.jpg, https://image.tmdb.org/t/p/w185/wQjOvAFqCItwMw7dxa486KnGgEE.jpg;Creador: 유인식, Jang Yeong-cheol | Director: 유인식;The Veil, Chacal, Citadel, Taxi Driver, El buen policía;https://www.youtube.com/watch?v=tyhnEHCUtv4
Vigilante;Vigilante;TMDB;2023;En este thriller de acción, Kim Jiyong lleva una doble vida como alumno de la Universidad de la Policía Nacional de Corea de día y justiciero de noche, castigando personalmente a criminales que eluden la ley. Se ve rodeado de personas que esconden intereses ocultos.;https://image.tmdb.org/t/p/original/jDWQpJEIgDLBPNNe26XX4eWBiHm.jpg;Crimen, Acción, Drama;8.374;1;8;https://www.themoviedb.org/tv/205082;https://image.tmdb.org/t/p/original/daGuh4UzHFF8sSHrYHMw0mb2qBt.jpg;T1:8;남주혁 (Kim Ji-yong), 유지태 (Jo Heon), 김소진 (Choi Mi-ryeo), 이준혁 (Jo Gang-ok), 권해효 (Lee Joon-yeop), 이승룡 (Min Seon-wook);https://image.tmdb.org/t/p/w185/kuLC8pR24kbEIAjfg3WpKW41Kcl.jpg, https://image.tmdb.org/t/p/w185/gGGV2gc0orgssYJ0Q9MSomdYo2I.jpg, https://image.tmdb.org/t/p/w185/zB52bv23nkkjUALtHV0LmPBbI85.jpg, https://image.tmdb.org/t/p/w185/zXo037qPJhdSvyhAjGCNoT0TcCF.jpg, https://image.tmdb.org/t/p/w185/3sCMSQVdY2mqYYq3jj4u9JWRoTt.jpg, https://image.tmdb.org/t/p/w185/Ail0c4xZ2gwfVmlayIh28TFUSqn.jpg;Creador: Moon Yoo-seok | Director: Choi Jung-yol;Arrow, Taxi Driver, Stingray, Bad and Crazy, Agente Kim reactivado;https://www.youtube.com/watch?v=wXecjX4dIGM
Vincenzo;Vincenzo;TMDB;2021;[Vincenzo] A la edad de 8 años, Park Joo Hyung fue a Italia después de ser adoptado. Ahora es adulto y se llama Vincenzo Cassano, es abogado y trabaja para la mafia como consejero. Decide regresar a Corea del Sur porque encontró algo valioso y lo va a obtener ahora que se retiró de la mafia. Cuando llega a Corea del Sur, se involucra con la abogada Hong Cha Young y los habitantes de Geumga Plaza y la vida de Vincenzo cambia.;https://image.tmdb.org/t/p/original/mWYW3xNeV2IM06aUl2xMUdLicpa.jpg;Acción, Comedia, Drama, Crimen;8.509;1;20;https://www.themoviedb.org/tv/117376;https://image.tmdb.org/t/p/original/sf7NCqyVUNoyjYuwW5oJke1T1lH.jpg;T1:20;송중기 (Vincenzo Cassano / Park Joo-hyung), 전여빈 (Hong Cha-young), 옥택연 (Jang Joon-woo / Jang Han-seok), 김여진 (Choi Myung-hee), 곽동연 (Jang Han-seo), 조한철 (Han Seung-hyuk);https://image.tmdb.org/t/p/w185/kgjb5OppOVTh5tz3hhnfDVnTvDv.jpg, https://image.tmdb.org/t/p/w185/l28uxiGDMyZjQMRvhfNCtkydmpK.jpg, https://image.tmdb.org/t/p/w185/zVOzETmSY8weWgvyh5KCfSyDSA7.jpg, https://image.tmdb.org/t/p/w185/ijRex60fv0k4neHuvWxi94qHSU1.jpg, https://image.tmdb.org/t/p/w185/klgX8YheSFFXqEdjuCQY5rxTTGa.jpg, https://image.tmdb.org/t/p/w185/58DGEXFyWfaFdqL7yKKW0VdEg3R.jpg;Director: 김희원, Ham Seung-hoon;Goliat, Elsbeth, Jefe Kim, El abogado del Lincoln, Víspera;https://www.youtube.com/watch?v=S12-4mXCNj4
Voice;Voice;TMDB;2011;Los cantantes aficionados compiten por los máximos honores en un concurso de canto de telerrealidad en el que los artistas famosos se emparejan con equipos de cantantes que entrenarán y guiarán hasta que el mejor intérprete quede en pie al final.;https://image.tmdb.org/t/p/original/8jgjykcCuQ5rYreyqba4mazNKYd.jpg;Reality;5.884;29;695;https://www.themoviedb.org/tv/37678;https://image.tmdb.org/t/p/original/jzkSqv00uImypVLSUpg16rBjwdW.jpg;T1:13|T2:21|T3:32|T4:28|T5:27|T6:27|T7:27|T8:29|T9:27|T10:28|T11:26|T12:28|T13:28|T14:29|T15:27|T16:23|T17:27|T18:18|T19:19|T20:18|T21:26|T22:26|T23:19|T24:26|T25:22|T26:22|T27:23|T28:19|T29:10;Carson Daly (Self - Host), Adam Levine (Self - Coach), Kelly Clarkson (Self - Coach), John Legend (Self - Coach);https://image.tmdb.org/t/p/w185/loxq4ARBpzTPpkUpbZYFPGQ87eG.jpg, https://image.tmdb.org/t/p/w185/ucSpYIUJ0gKkHlPhQrHEs2HdFxZ.jpg, https://image.tmdb.org/t/p/w185/mfqjGz99cMbZLLg1eHwU2OUsOjK.jpg, https://image.tmdb.org/t/p/w185/cCv0YBy2YFFWp9h3kvNPmwWwrCD.jpg;Creador: Roel van Velzen, John de Mol;American Idol, Mask Singer: Adivina quién canta (Estados Unidos), The Challenge, El juego del calamar: El desafío, The Glee Project;https://www.youtube.com/watch?v=TRyQcC_sYo8
W Two Worlds Apart;W Two Worlds Apart;TMDB;2016;"Oh Yeon Joo es una cirujana cardiotorácica en sus 30 cuyo padre se dedica a escribir el webtoon más famoso de Corea, ""W"". El autor, harto ya del personaje de Kang Chul, decide que es hora de matarlo. Sin embargo, por sucesos inesperados, ella se traslada al mundo ficticio donde vive Kang Chul y lo salva. De ahí en adelante Oh Yeon Joo intentará averiguar que sucede realmente para que ambos mundos se unan y por qué su padre está empecinado en matar al personaje principal de su obra.";https://image.tmdb.org/t/p/original/kNVzS04zUVs5BNSiRcMwjFJh2Fl.jpg;Drama, Comedia;8.5;1;16;https://www.themoviedb.org/tv/66330;https://image.tmdb.org/t/p/original/9DZMO2mhNwVKzfluBUoIdezBTHb.jpg;T1:16;이종석 (Kang Cheol), 한효주 (Oh Yeon-joo), 정유진 (Yoon So-hee), 이태환 (Seo Do-yoon), 이시언 (Park Soo-bong), 박원상 (Han Cheol-ho);https://image.tmdb.org/t/p/w185/eW73DbmKQrqb6xDC52oMbVehw6G.jpg, https://image.tmdb.org/t/p/w185/4E7NuJsR7AnMYAefFSHkj4cftdf.jpg, https://image.tmdb.org/t/p/w185/iiY8UUU93EjutlfRrTZTPm566d6.jpg, https://image.tmdb.org/t/p/w185/j63Ts7rk4VrCURnWPtGLn2h2ij3.jpg, https://image.tmdb.org/t/p/w185/4jcRr3q8pq3e8AFx9flvvoKVeVc.jpg, https://image.tmdb.org/t/p/w185/1BUaoK9hmgayqrXUzbRezKLoyZQ.jpg;Creador: Song Jae-jung | Director: Jung Dae-yoon, Park Seung-woo;Yong Pal / Gang Doctor/ Doctor Gang, Doctores, Descendientes del sol, Manipulado, Dear X;https://www.youtube.com/watch?v=m0oe3YcTPoA
Wedding Impossible;Wedding Impossible;TMDB;2024;Una actriz con dificultades acepta un matrimonio de conveniencia con un heredero adinerado para ayudarle a ocultar su homosexualidad, pero el plan se ve amenazado cuando su ambicioso hermano menor empieza a sospechar e intenta sacar la verdad a la luz.;https://image.tmdb.org/t/p/original/pwYE1YcUXYPKnXbAQNv4NVvYTGs.jpg;Drama, Comedia;6.586;1;12;https://www.themoviedb.org/tv/230198;https://image.tmdb.org/t/p/original/hUYwU0BPzhUQ1uupaHW13SnUtRo.jpg;T1:12;전종서 (Na Ah-jeong), 문상민 (Lee Ji-han), 김도완 (Lee Do-han), 배윤경 (Yoon Chae-won), 권해효 (Hyun Hee-jeong), 박아인 (Choi Seung-ah);https://image.tmdb.org/t/p/w185/13mReqKdJFy3NjbqAFzVBLiyF9d.jpg, https://image.tmdb.org/t/p/w185/5w1vbIgYiKa01RF7OZ4Hot81blO.jpg, https://image.tmdb.org/t/p/w185/p9RDV2mcjgH7J6M2qT9NaTSQPYs.jpg, https://image.tmdb.org/t/p/w185/nuJaxHf4ymigiW76PKbkkqW9INB.jpg, https://image.tmdb.org/t/p/w185/3sCMSQVdY2mqYYq3jj4u9JWRoTt.jpg, https://image.tmdb.org/t/p/w185/ox6FlVKrHHp0Ndr7SAADtEYySEC.jpg;Creador: Song Jeong-won, Lee Chung | Director: Kwon Young-il;El que no ama no gana, Amor de mentira, Propuesta laboral, La reina de las lágrimas, El cuento de Nokdu;https://www.youtube.com/watch?v=wgJBSTiVENg
Weightlifting Fairy Kim Bok Joo;Weightlifting Fairy Kim Bok Joo;TMDB;2016;[Weightlifting Fairy Kim Bok Joo] Cuenta la historia de Kim Bok Joo, una joven de 22 años de edad. Huérfana de madre, quien se quedó al cuidado de su padre, un ex levantador de pesas. Asiste a la universidad Hanwool, en la especialidad de Educación física, en la cual muchos atletas entrenan para competencias y así poder representar a su país, ella al igual que su padre se dedica al levantamiento de pesas. Bok Joo conocerá a su primer amor, un médico de una clínica de obesidad. Sin embargo, ella no contaba con que el hermano de este médico fuera Jung Joon Hyung, un viejo compañero de la escuela primaria, con quien además tendrá una colorida amistad. ¿Solo tendrán una bella amistad o nacerán sentimientos románticos?;https://image.tmdb.org/t/p/original/8SW0FS3U4nJQVIQj1hecU2Fon8Z.jpg;Comedia, Drama;8.502;1;16;https://www.themoviedb.org/tv/68349;https://image.tmdb.org/t/p/original/ktlhFbvJaOvsQJCBtVLMaGDZKjW.jpg;T1:16;이성경 (Kim Bok-joo), 남주혁 (Jung Joon-hyung), 이재윤 (Jung Jae-yi), 경수진 (Song Shi-ho), Choi Woong (Kim Ki-seok), 지일주 (Tae-kwon);https://image.tmdb.org/t/p/w185/vgsnY0Syb31z2q1XXs5hiSjeL4n.jpg, https://image.tmdb.org/t/p/w185/kuLC8pR24kbEIAjfg3WpKW41Kcl.jpg, https://image.tmdb.org/t/p/w185/8hBRSqOatHmLrOuT0LFJ8fV5ekT.jpg, https://image.tmdb.org/t/p/w185/5gdThWkpzuNkNyQ6Cw29oOefvXO.jpg, https://image.tmdb.org/t/p/w185/rHjpDiOlgsm9XacwFxQzyLWbTQ7.jpg, https://image.tmdb.org/t/p/w185/wFp3Af5MD4MrGMD3ro2Gis4tAe7.jpg;Creador: Yang Hui-seung, 오현종, 김수진;Celos Encarnados (Jealousy Incarnate), Mi Querido Némesis, Como flores en la arena (Like Flowers in Sand), Batalla De Amor, Pasión por el bádminton;https://www.youtube.com/watch?v=FKpPKqEg2Pc
Welcome to Samdal-ri;Welcome to Samdal-ri;TMDB;2023;Cho Yong Pil trabaja como meteorólogo en Samdalri, en la isla de Jeju. Es famoso por ser una persona incontrolable en la agencia meteorológica ya que cuando cree tener razón, no tiene miedo de expresar su punto de vista. Él nació y creció en esa misma ciudad, la cual adora y todavía vive allí cuidando a los ancianos. Tiene una amiga de la infancia, Cho Sam Dal, y a pesar de que estuvieron cerca durante muchos años llegaron a distanciarse.  Cho Sam Dal es una famosa fotógrafa que trabaja bajo el alias de Cho Eun Hye en Seúl. Alcanzó el pináculo de su profesión después de trabajar muy duro pero debido a un suceso, pierde su carrera de fotógrafa y su vida se derrumba, por lo que regresa a su ciudad natal de la cual siempre quiso irse.  Cho Yong Pil y Cho Sam Dal se reencuentran después de muchos años y su relación se empieza a desarrollar románticamente.;https://image.tmdb.org/t/p/original/q3PvmNFxIwE5O6IXji2ZeMGFyXe.jpg;Drama, Comedia;8.142;1;16;https://www.themoviedb.org/tv/219651;https://image.tmdb.org/t/p/original/jPTwLNzWGvJzbxjVbpqGaF5kB1k.jpg;T1:16;지창욱 (Jo Yong-pil), 신혜선 (Jo Sam-dal), Yu Oh-seong (Jo Sang-tae), 김미경 (Go Mi-ja), 이재원 (Wang Gyeong-tae), 서현철 (Jo Pan-shik);https://image.tmdb.org/t/p/w185/sBmHrO5Tn27Ot5hy0yAKniROmNb.jpg, https://image.tmdb.org/t/p/w185/cuCFjBn3SpWyhIfBy9TupzvTrmp.jpg, https://image.tmdb.org/t/p/w185/iNqbeyp8Qoi0Sw2rlKgvwu5rSV2.jpg, https://image.tmdb.org/t/p/w185/bJLkarteB2O0duu5ABvM5QFRuax.jpg, https://image.tmdb.org/t/p/w185/6oBaF1eyZAnTYJtBj9xRUqPjXVK.jpg, https://image.tmdb.org/t/p/w185/5vU1gJyQHhD1l8GvVHi05JjGWTI.jpg;Creador: Kwon Hye-ju;El amor es como el chachachá, This Is Us, Las cuatro estaciones, Mi diario de liberación (My Liberation Notes), Yo nunca;https://www.youtube.com/watch?v=aY8QmExZrlY
What Comes After Love;What Comes After Love;TMDB;2024;Mientras estudia en Japón, Hong conoce a Jungo y vive una triste historia de amor que termina en ruptura. Cinco años después, ambos se reencuentran en Corea.;https://image.tmdb.org/t/p/original/4DBZ5D06iV61XII7L9bbqS9JNh7.jpg;Drama;7.519;1;6;https://www.themoviedb.org/tv/231281;https://image.tmdb.org/t/p/original/kwoH4veG9qJCBKqAfOelQZgOHvA.jpg;T1:6;이세영 (Choi Hong), 坂口健太郎 (Jungo Aoki), 홍종현 (Kim Min-jun), 中村アン (Kanna Kobayashi);https://image.tmdb.org/t/p/w185/3eP8rvmnZ2dl5kvnt3f1eWi6c0O.jpg, https://image.tmdb.org/t/p/w185/wBMnbFAsnUOraJ9A4Tt8PzlAkpV.jpg, https://image.tmdb.org/t/p/w185/3ssRq3sFFMMkDs7on66XSlJdnjQ.jpg, https://image.tmdb.org/t/p/w185/1E74om6R0oaTedZoBfJ768kuisi.jpg;Creador: Moon Hyun-sung | Director: Moon Hyun-sung;Historias de Chesapeake, Parenthood, Descubriendo a Nina, Sullivan's Crossing, Love Your Enemy;https://www.youtube.com/watch?v=6Kl29CiNl04
When The Phone Rings;When The Phone Rings;TMDB;2024;Un político en ascenso y su esposa muda ven cómo su tenso matrimonio se desmorona tras la llamada de un secuestrador pone sus vidas patas arriba.;https://image.tmdb.org/t/p/original/6UnZi4kWQLWmbO0D9qV8VE9eMfj.jpg;Drama, Misterio, Crimen;8.3;1;12;https://www.themoviedb.org/tv/253905;https://image.tmdb.org/t/p/original/2vtI9xzD6qpDzY9m8kV67QY0qfM.jpg;T1:12;유연석 (Baek Sa-eon), 채수빈 (Hong Hee-ju), Heo Nam-jun (Ji Sang-woo), 장규리 (Na Yu-ri), Lee Doo-seok (Kang Hyeong-Cheol);https://image.tmdb.org/t/p/w185/cB95no6uPnMu5FdlVWK3cO9k5xR.jpg, https://image.tmdb.org/t/p/w185/t8inEDMgceg8EFLvgglvXzemklf.jpg, https://image.tmdb.org/t/p/w185/17NPgo2g3X6kjLaz9nx2qKFH9.jpg, https://image.tmdb.org/t/p/w185/jBpVYZQgwBWaOt1P3KP1OSI3WjJ.jpg, https://image.tmdb.org/t/p/w185/slfoiusX9IrWAB0oi9IbOJ2ih23.jpg;Creador: Kim Ji-woon | Director: Park Sang-woo, Wi Deuk-gyoo;El robo, Baretta, Barnaby Jones, Agatha Christie: Miss Marple, Su peor pesadilla;https://www.youtube.com/watch?v=Y4P-z1Qy6xI
Winter Sonata;Winter Sonata;TMDB;2009;El anime es una adaptación del popular K-Drama coreano de 2002 Winter Sonata (Gyeoul Yeonga).  Yoo Jin se enamora de Joon Sang cuando era niña. Después de perderlo en un accidente, ella decide casarse con su amigo de la infancia. Sin embargo, Yoo Jin conoce a alguien que se parece exactamente a su amor perdido, lo que la pone en apuros.;https://image.tmdb.org/t/p/original/hEQfbySleuck2b0Oqc7umOC3nIM.jpg;Animación, Drama;0.0;1;26;https://www.themoviedb.org/tv/79025;https://image.tmdb.org/t/p/original/l8mHuuOdI6HcK0GoBE10DhkIUmz.jpg;T1:26;Yoo Yui (Radio Broadcaster (voice)), 류승수 (Yong Kuk (voice)), 배용준 (Lee, Min Hyung (voice)), 최지우 (Jeong, Yu Jin (voice)), Lee Se-na (Oh, Chelin (voice)), Kang Yo-hwan (Kim, Sang-Hyuk (voice));, https://image.tmdb.org/t/p/w185/x9XcfwqcXNpk2hIrP6qeR0DDkOs.jpg, https://image.tmdb.org/t/p/w185/d3NZRKhnh3rqWQyUioMmXufbnqR.jpg, https://image.tmdb.org/t/p/w185/ysPp0U285rWrCBlo0AfKFbpwoOH.jpg, https://image.tmdb.org/t/p/w185/kP8n8JRYhoX1G6glLi1yUDPz9Pf.jpg, ;Director: Yoon Seok-ho;Alta Dirección, Martha Speaks, Sullivan's Crossing, Scarecrow and Mrs. King, La luz que aún nos guía;
Wonderful World;Wonderful World;TMDB;2024;Eun Soo Hyun es profesora de psicología y escritora famosa, pero su vida ha cambiado por completo. Su pequeño hijo muere injustamente y para empeorar las cosas, el responsable de la muerte de su hijo no es castigado por la ley. Eun Soo Hyun pierde la esperanza en este mundo y decide castigar ella sola al responsable de la muerte de su hijo. Su vida todavía está llena de dolor y desesperación. De alguna manera, Eun Soo Hyun se involucra con otras personas que sufren un dolor similar al de ella y resuelve sus misteriosos casos. Poco a poco se curan en el proceso.;https://image.tmdb.org/t/p/original/3svVZdK4bb6RUklGGLZqfr4S05S.jpg;Drama, Misterio;8.5;1;14;https://www.themoviedb.org/tv/227190;https://image.tmdb.org/t/p/original/9MoVZ6nkBJv45TlYnw3RWnxbzJk.jpg;T1:14;김남주 (Eun Soo-hyeon), 차은우 (Kwon Seon-yul), 김강우 (Kang Su-ho), 임세미 (Han Yu-ri), 양혜지 (Hong Soo-jin), 차수연 (Yoon Hye-geum);https://image.tmdb.org/t/p/w185/pZoqHRXFNFkr6HIGriqtXl2eeKN.jpg, https://image.tmdb.org/t/p/w185/kZUO2s2ZsBRYZ8acu0wMzlGHpRS.jpg, https://image.tmdb.org/t/p/w185/1B883y0AG0WPTmGkC14XIggXVLz.jpg, https://image.tmdb.org/t/p/w185/WZhJWf02ara2TkOWDqKUOVHw35.jpg, https://image.tmdb.org/t/p/w185/Apv9I2oG4eZNX6De9Y1gqy19f0U.jpg, https://image.tmdb.org/t/p/w185/cIXDwGP3MxATDKX2Za1cezFKa2.jpg;Creador: Kim Eun-ji | Director: 이승영;Revenge, Mi nombre, La venganza de los otros, El precio de una confesión, Sherlock & Daughter;https://www.youtube.com/watch?v=XZ89cfASPoc
우주메리미;Amor de mentira;TMDB;2025;Kim Woo Joo, un hombre algo narcisista y racional, regenta la histórica panadería de su familia. Un día, trabajando con la diseñadora Yoo Me Ri, ella le pide matrimonio repentinamente. Yoo Me Ri atraviesa dificultades en su vida, incluyendo la ruptura de su compromiso y un contrato fraudulento de su nueva casa. Por esa época, recibe la buena noticia de que ha ganado un premio especial para recién casados: una casa adosada de lujo. Su problema es que ya ha roto su compromiso, por eso le propone matrimonio a Kim Woo Joo, el cual tiene el mismo nombre que su ex prometido. Así es como comienzan su falsa vida de recién casados durante 90 días.;https://image.tmdb.org/t/p/original/ySOA8dU0dG19Uz7GIRgC2wwsdtt.jpg;Comedia, Drama;7.925;1;12;https://www.themoviedb.org/tv/281011;https://image.tmdb.org/t/p/original/gwbw9uaUyO1mUJMuhhWCttBWdVX.jpg;T1:12;Choi Woo-shik (Kim Wooju), Jung So-min (Yoo Meri), 신슬기 (Yoon Jin-kyung), Bae Na-ra (Baek Sanghyeon), Seo Bum-june (Kim Wooju), Moon Seung-you (Kim Jin-Hwa);https://image.tmdb.org/t/p/w185/hRDiuKWwe156zRjEu826eci7H3r.jpg, https://image.tmdb.org/t/p/w185/cv8i4ALEabYkwnu68p5AdRTrMG9.jpg, https://image.tmdb.org/t/p/w185/aeB01IaWrZllQPqBiYGoEnx0cYF.jpg, https://image.tmdb.org/t/p/w185/naGmBR3zAx7u8htEvu4RML6ODi8.jpg, https://image.tmdb.org/t/p/w185/4oOXfojRx4oF9AJm32UAxoNeGQq.jpg, https://image.tmdb.org/t/p/w185/iakMVmUvYtUq4iaqe5BmQSS02h5.jpg;Creador: Song Hyun-wook, Hwang In Hyeok;El que no ama no gana, Tyler Perry's For Better or Worse, Miénteme, Wedding Impossible, Beso Dinamita;https://www.youtube.com/watch?v=g5PBlF0fgJQ
你是我的命中注定;Tú eres mi destino;TMDB;2020;Cuenta la historia de dos personas cuyas vidas estaban en líneas paralelas que nunca debieron cruzarse. Debido a una reunión inesperada, se convierten en el destino del otro. Por casualidad, la incipiente editora de arte Chen Jia Xin y el altamente educado Wang Xi Yi, heredero de un gran conglomerado se encuentran en un crucero con destino a Hungría. Las pasiones se encienden y pronto intercambian sus 'sí quiero'. Chen Jia Xin queda embarazada poco después de casarse. Lista para elegir a la familia en su carrera, sufre un aborto involuntario y se va con el corazón roto mientras se dirige a Hungría para continuar sus estudios. Después de una serie de pruebas y tribulaciones y con la ayuda de amigos, finalmente se convierte en una alfarera consumada. Mientras tanto, tres años de separación han convertido a Wang Xi Yi en un hombre maduro capaz de criar una familia. Por casualidad, los dos se encuentran de nuevo en Hungría.;https://image.tmdb.org/t/p/original/HtbDux1ffUEfRy7Eg5EndtECcN.jpg;Drama, Comedia;7.1;1;36;https://www.themoviedb.org/tv/104431;https://image.tmdb.org/t/p/original/kh5VMnH0dzlKxWnsYAP1PM0JdT3.jpg;T1:36;邢昭林 (Wang Xiyi), 梁洁 (Chen Jiaxin), 傅菁 (Shi Anna), 李九霖 (Dylan), 王德顺 (Zhong San Long);https://image.tmdb.org/t/p/w185/8UPCvdZggQhuzCGkXvSOJ8EMqdI.jpg, https://image.tmdb.org/t/p/w185/pYYvBkKizMO8vulvZNNdqEkEYPL.jpg, https://image.tmdb.org/t/p/w185/5ZdFhfkjHl8bNEqULry0CMm2j16.jpg, https://image.tmdb.org/t/p/w185/29NG6ZFlXsvfvsF7eIOW6OTKRou.jpg, https://image.tmdb.org/t/p/w185/yTmSmUH3CdEhU1zYd3maDg3ipBZ.jpg;Director: Ding Ying Zhou, 周俊伦;Amor bien intencionado, Fated to Love You, El mundo me debe un primer amor, Amor Eterno, ¿Por qué matan las mujeres?;
你的谎言也动听;Una hermosa mentira;TMDB;2024;Un equipo médico de rescate y voluntarios, incluida la actriz Qin Fei, se dirigen a una zona de desastre en el suroeste de China. Inicialmente se duda de sus motivos, pero Qin Fei demuestra su valía arriesgando su vida para salvar a otros. Mientras trabajan juntos, el capitán del equipo, Xing Zhizhi, reconoce su resistencia y se acercan más. Más tarde, Qin Fei se da cuenta de que Xing Zhizhi fue el médico que la salvó en un accidente pasado, vinculando sus destinos. Juntos, se apoyan mutuamente mientras persiguen sus carreras.;https://image.tmdb.org/t/p/original/hmLlShBgG72PaIQ0tos3Dgav0tX.jpg;Drama;8.063;1;36;https://www.themoviedb.org/tv/255074;https://image.tmdb.org/t/p/original/6loDqEcj33Di6BDz7SHfDq6f4SA.jpg;T1:36;陈星旭 (Xing Zhizhi), 张予曦 (Qin Fei), 王森 (Liu Yanze), 陈昊蓝 (Luo Xiaoxiao), 林昕宜 (Ke Feifei), 阳兵卓 (Yu Zhecheng);https://image.tmdb.org/t/p/w185/coASvXYBdg4xTrW7W46ZQmfkwxk.jpg, https://image.tmdb.org/t/p/w185/kV8fo6QheqYPzJEQZA5bFvHeUtw.jpg, https://image.tmdb.org/t/p/w185/3x4yE0fhZp6JEAFfWpuHgBrjGFP.jpg, https://image.tmdb.org/t/p/w185/jyjIunAcma6jGcTSUWeN29L3sxd.jpg, https://image.tmdb.org/t/p/w185/2KJ8LOwnQp9jMqRd2v72QD4LBa6.jpg, https://image.tmdb.org/t/p/w185/uxas1oVE9lQ9IGzh1dOu8qtthXV.jpg;Director: Wai Chu Lee, Chen Shi Yi;Amor entre lineas, Obsesión, Sin cita previa, La purga, Doctor Odyssey;
Absolute Boyfriend;Absolute Boyfriend;TMDB;2019;"El amor nunca es fácil, siendo la razón por la que Da Da ha renunciado a los hombres para siempre. Novia por mucho tiempo del popular actor Ma Wang Joon, Da Da nunca tuvo una vida amorosa fácil. Después de estar siete años con un hombre demasiado popular para su propio bien, Da Da decide que ya es suficiente. Sola por primera vez en años, la maquillista de efectos especiales se encuentra sola, pero no por mucho tiempo. Cuando recibe un paquete extraño por error, Da Da no puede evitar echarle un vistazo. Cayendo en sus brazos, al segundo que se abre la caja, Zero Nine, el moderno robot de compañía se activa por su ""beso"" accidental. Orillada sin querer a tener el periodo de prueba de siete días, Da Da se encuentra atrapada cuidando a su atractivo ""novio"" durante la siguiente semana. Con una compañía así de perfecta a su lado, pensarías que Da Da estaría más que satisfecha con su nueva vida amorosa. Pero cuando Ma Wang Joon aparece, las cosas se complican un poco.";https://image.tmdb.org/t/p/original/abgirXiv64HNrtAbo8qwh9ger3C.jpg;Comedia;6.1;1;40;https://www.themoviedb.org/tv/88514;https://image.tmdb.org/t/p/original/q7Vv3oaUjk3RyB1f3QRNKHzPJs4.jpg;T1:40;여진구 (Young Goo), 방민아 (Uhm Da-Da), 홍종현 (Ma Wang-Joon), 홍금비 (Diana), 최성원 (Nam Bo-Won), Jeong-hwan Kong (Department Head Ko);https://image.tmdb.org/t/p/w185/f9Gj12cCk66vdIaDVjltTGAZPC9.jpg, https://image.tmdb.org/t/p/w185/ziFj7w5opF3jjwUZzIuRVyEHY6c.jpg, https://image.tmdb.org/t/p/w185/3ssRq3sFFMMkDs7on66XSlJdnjQ.jpg, https://image.tmdb.org/t/p/w185/rGcbnZMJycAY69RhAyXWoGo0L8Q.jpg, https://image.tmdb.org/t/p/w185/g4StIGJZGJrBbfR1Sjwr9tuLO7Z.jpg, https://image.tmdb.org/t/p/w185/v4O5Ua8MDKO6UFnz3TWuzA0ujrX.jpg;Director: Jeong Jeong-hwa;Colin de cuentas, Temporada de celo, Man Seeking Woman, Harlem, Un fantasma en el metro;
