Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
El Parque Mágico [2019][1080p][3.43 Gb];El parque mágico;2019;"""June es una niña optimista y alegre que un día descubre un parque de atracciones llamado """"Wonderland"""" escondido en el bosque. Allí conoce a una serie de divertidos animales que le explican que el parque, su hogar durante muchos años, está prácticamente en ruinas. Sólo June, con la ayuda de su imaginación y de sus nuevos amigos, podrá arreglarlo para salvar así a los animales que en él habitan, llevando de vuelta la magia a un lugar de ensueño.""";https://image.tmdb.org/t/p/w500/dDoGKgriAh6qr25l4NY8dMQhStF.jpg;Comedia, Animación, Aventura, Familia, Fantasía;6.6;0;0;https://www.themoviedb.org/movie/400157;https://image.tmdb.org/t/p/original/h5Vxa8BRTeuY2MEu6lnJjv6p2Zr.jpg;;Brianna Denski (June (voice)), Norbert Leo Butz (Peanut (voice)), Ken Hudson Campbell (Boomer (voice)), Mila Kunis (Greta (voice)), John Oliver (Steve (voice)), Kenan Thompson (Gus (voice));https://image.tmdb.org/t/p/w185/dgwrwFdAnsaV5GsYFlOF7Ymc8q1.jpg, https://image.tmdb.org/t/p/w185/2SMyLebGOemP26yL9pp7IFKfqG5.jpg, https://image.tmdb.org/t/p/w185/5KmuInp11wKczUQMHlNP26STfzT.jpg, https://image.tmdb.org/t/p/w185/cJAHQWX9hVadDFx5WTSBIW0VjvP.jpg, https://image.tmdb.org/t/p/w185/wI7LRInWUT3RgCByYx69wRMqgsy.jpg, https://image.tmdb.org/t/p/w185/vHPhDGc1om91TzoIQ4zMscpNmxF.jpg;Director: Dylan Brown;Animal Crackers, My Little Pony: Una nueva generación, Perros árticos, La Edad de Hielo. Las aventuras de Buck, Horton;https://www.youtube.com/watch?v=W_OdqkeCZls
El Rey León [1994][1080p][3.32 Gb];El rey león;1994;La sabana africana es el escenario en el que tienen lugar las aventuras de Simba, un pequeño león que es el heredero del trono. Sin embargo, se ve forzado a exiliarse al ser injustamente acusado de la muerte de su padre. Durante su destierro, hará buenas amistades y, finalmente, regresará para recuperar lo que legítimamente le corresponde.;https://image.tmdb.org/t/p/w500/b0MxU37dNmMwKtoPVYPKOZSIrIn.jpg;Animación, Familia, Drama;8.254;0;0;https://www.themoviedb.org/movie/8587;https://image.tmdb.org/t/p/original/q00H8EqULYSK74lgevMkhmGGLHn.jpg;;Matthew Broderick (Simba (voice)), Moira Kelly (Nala (voice)), Jeremy Irons (Scar (voice)), Nathan Lane (Timon (voice)), Ernie Sabella (Pumbaa (voice)), James Earl Jones (Mufasa (voice));https://image.tmdb.org/t/p/w185/papqFgpyroZJEqd7WvuNGN8ti2k.jpg, https://image.tmdb.org/t/p/w185/3yQRnGSfbPWQDInZHTzzXsrAhUR.jpg, https://image.tmdb.org/t/p/w185/w8Ct1q02Ht3sWdOSqfp3B85TzT.jpg, https://image.tmdb.org/t/p/w185/jLPp3RoDhwOpLimKj3NhhBofPfT.jpg, https://image.tmdb.org/t/p/w185/tOJUui0e88SmGKF5iLlYKBxDKvx.jpg, https://image.tmdb.org/t/p/w185/sgc8yxYr8ecNn1TXjWXWx3wmUYA.jpg;Director: Roger Allers, Rob Minkoff;El rey león, Bambi II, Bambi, El libro de la selva, La guardia del león: El regreso del rugido;https://www.youtube.com/watch?v=bjJvvrKl83M
El Rey Leon 2 El Reino De Simba [1998][1080p][2.42 Gb];El rey león 2: El tesoro de Simba;1998;Kiara, la hija primogénita de Simba y heredera de los dominios del clan, va en busca de aventuras por el Serengeti. Escapando de sus cuidadores, Timón y Pumba, Kiara se adentra en las tierras oscuras, que se sitúan fuera de los límites establecidos para ella. Allí conoce a Kovu, un joven cachorro elegido para seguir las huellas de Scar. Alcanzar la paz entre los habitantes de las tierras oscuras y los del territorio de Simba depende de Kiara y Kovu. Pero... ¿llegará a encontrar el amor una manera de unir dos mundos tan diferentes?;https://image.tmdb.org/t/p/w500/zdD5VcvTD43p048ueswYdgLJZh.jpg;Aventura, Animación, Drama, Familia, Romance;6.939;0;0;https://www.themoviedb.org/movie/9732;https://image.tmdb.org/t/p/original/vyOFlV1afDHb9MMwJVyON4qXbvC.jpg;;Matthew Broderick (Simba (voice)), Neve Campbell (Kiara (voice)), Jason Marsden (Kovu (voice)), Nathan Lane (Timon (voice)), Ernie Sabella (Pumbaa (voice)), Andy Dick (Nuka (voice));https://image.tmdb.org/t/p/w185/papqFgpyroZJEqd7WvuNGN8ti2k.jpg, https://image.tmdb.org/t/p/w185/zQzNg6Kiufj2VCltprI6jilNtl3.jpg, https://image.tmdb.org/t/p/w185/68kkcU88K9vS6Rrw2ysfe2zFwZ0.jpg, https://image.tmdb.org/t/p/w185/jLPp3RoDhwOpLimKj3NhhBofPfT.jpg, https://image.tmdb.org/t/p/w185/tOJUui0e88SmGKF5iLlYKBxDKvx.jpg, https://image.tmdb.org/t/p/w185/n4WT4oYoYrzSGAanlWPsneCzBPk.jpg;Director: Darrell Rooney;El rey león, El rey león, Mufasa: El rey león, Bambi II, En busca del valle encantado VII: La misteriosa piedra de fuego;https://www.youtube.com/watch?v=7Wq2R7-UqZ8
El Rey León 3 [2004][1080p][2.27 Gb];El rey león 3: Hakuna Matata;2004;La diversión reina en esta nueva película en al que Timón y su simpático amigo Pumba son los grandes héroes de la Sabana. El Rey León 3 nos traslada al pasado, antes de que comenzase la historia de Simba, e incluso mucho más atrás. En esta nueva comedia de aventuras, Timón y Pumba te descubrirán sus orígenes, cuándo se conocieron y cómo ayudaron a Simba a salvar el Seregeti. Su historia incluye algunos de los grandes momentos de El Rey León, que ahora resultarán un poco diferentes desde su punto de vista. Por ejemplo, os sorprenderá conocer la verdad sobre cómo se desarrolló el trascendental momento en el que Simba fue presentado al reino animal.;https://image.tmdb.org/t/p/w500/x2SAEOXURbKDgKfdHdZ49VhPGrB.jpg;Aventura, Animación, Comedia, Familia;6.58;0;0;https://www.themoviedb.org/movie/11430;https://image.tmdb.org/t/p/original/3eQnD9CIUerbXbgtFE1zJNvEVVo.jpg;;Nathan Lane (Timon (voice)), Ernie Sabella (Pumbaa (voice)), Julie Kavner (Mom (voice)), Jerry Stiller (Uncle Max (voice)), Matthew Broderick (Simba (voice)), Robert Guillaume (Rafiki (voice));https://image.tmdb.org/t/p/w185/jLPp3RoDhwOpLimKj3NhhBofPfT.jpg, https://image.tmdb.org/t/p/w185/tOJUui0e88SmGKF5iLlYKBxDKvx.jpg, https://image.tmdb.org/t/p/w185/87kSPYlWcHvqOVEkhdqxysiAf6w.jpg, https://image.tmdb.org/t/p/w185/eGymLHTpIyxKyBjACsNTpEof6y4.jpg, https://image.tmdb.org/t/p/w185/papqFgpyroZJEqd7WvuNGN8ti2k.jpg, https://image.tmdb.org/t/p/w185/prqxpeFeyyarRxxfaMHrqCKVyhV.jpg;Director: Bradley Raymond;Madagascar 2, Mufasa: El rey león, Madagascar 3: De marcha por Europa, Madagascar, La Edad de Hielo. Las aventuras de Buck;https://www.youtube.com/watch?v=EYEVLpnlX-o
El Zorro Y El Sabueso [1981][1080p][3.21 Gb];Tod y Toby;1981;La aventura y la diversión de este clásico de la Disney comienzan cuando una adorable viuda adopta un precioso cachorro de zorro llamado Tod. El travieso zorro pronto se encuentra con Toby, un adorable cachorro de perro de caza. Así se hace los dos inseparables amigos... sin saber que por su naturaleza deberían ser enemigos. Bajo la mirada vigilante de Mamá Búho, Tod y Toby juegan y se divierten en el bosque, inconscientes de que en el futuro tendrán que enfrentarse y poner su amistad a prueba.;https://image.tmdb.org/t/p/w500/33jyy4W2usMrY796udOjcbMwput.jpg;Aventura, Animación, Drama, Familia;7.1;0;0;https://www.themoviedb.org/movie/10948;https://image.tmdb.org/t/p/original/lNmIAX1IuPIEPMHhLBEm4wmhYX0.jpg;;Mickey Rooney (Tod (voice)), Kurt Russell (Copper (voice)), Pearl Bailey (Big Mama (voice)), Jack Albertson (Amos Slade (voice)), Sandy Duncan (Vixey (voice)), Jeanette Nolan (Widow Tweed (voice));https://image.tmdb.org/t/p/w185/eYuayEC3xhXQf3Z1Cy6AVMEcgZb.jpg, https://image.tmdb.org/t/p/w185/6g1d98oH4miG4k0ZiZWmF3Dt0bO.jpg, https://image.tmdb.org/t/p/w185/oX4MFLmCuZWQQctbgx4nsQtGJvG.jpg, https://image.tmdb.org/t/p/w185/6Ed6n1sfOlOvr0F7sEDiHvQnp96.jpg, https://image.tmdb.org/t/p/w185/lkv19jGXrtcB0aVRryiy1UpCXD5.jpg, https://image.tmdb.org/t/p/w185/wb9G3heeItXTpXqPy4HlNDMJWrE.jpg;Director: Richard Rich, Art Stevens;El niño, el topo, el zorro y el caballo, El bosque de colores, Tu mejor amigo, My Little Pony: La película, Colmillo blanco;https://www.youtube.com/watch?v=emdBtZDqTlQ
Elemental (2023);Elemental;2023;En una ciudad donde los residentes del fuego, el agua, la tierra y el aire viven juntos, una joven apasionada y un chico que se deja llevar por la corriente descubrirán algo elemental: cuánto tienen en común.;https://image.tmdb.org/t/p/w500/d79DeKDCgFOM23O8Dr6MELZVooY.jpg;Animación, Comedia, Familia, Fantasía, Romance;7.579;0;0;https://www.themoviedb.org/movie/976573;https://image.tmdb.org/t/p/original/4fLZUr1e65hKPPVw0R3PmKFKxj1.jpg;;Leah Lewis (Ember (voice)), Mamoudou Athie (Wade (voice)), Ronnie del Carmen (Bernie (voice)), Shila Ommi (Cinder (voice)), Wendi McLendon-Covey (Gale (voice)), Catherine O'Hara (Brook (voice));https://image.tmdb.org/t/p/w185/4TTwg4Wrpe6qa1NrGKP508v2j3A.jpg, https://image.tmdb.org/t/p/w185/ycUbhfZRKC8MtNK9oMwscRsl3uM.jpg, https://image.tmdb.org/t/p/w185/lPCmkQK76DOgkmcRjg9394QPyAu.jpg, https://image.tmdb.org/t/p/w185/i9m2RGrANNxidj0bVKlSs0zHPNX.jpg, https://image.tmdb.org/t/p/w185/d8VKC8Ms3u9XiW4e4jsy2grP02d.jpg, https://image.tmdb.org/t/p/w185/gI2RyymLJ9ZrhEyJSD5EqSvFpCX.jpg;Director: Peter Sohn;Los Croods: Una nueva era, Los Boxtrolls, Del revés 2 (Inside Out 2), Los Cretinos, Tom y Jerry;https://www.youtube.com/watch?v=dJgSXsnrHrw
Elio [2025][1080p][3.13 Gb];Elio;2025;Cuenta la historia de Elio, un niño de 11 años, que lucha por encajar hasta que de repente es transportado por extraterrestres y es elegido para ser el embajador galáctico de la Tierra.;https://image.tmdb.org/t/p/w500/fqF7z5A8kFIrNtSdpEfjE539fna.jpg;Aventura, Animación, Comedia, Familia, Ciencia ficción;6.919;0;0;https://www.themoviedb.org/movie/1022787;https://image.tmdb.org/t/p/original/ukPu5xYOBAnh5H46uK4aQOirW2b.jpg;;Yonas Kibreab (Elio / Other Elio (voice)), Remy Edgerly (Glordon (voice)), Zoe Saldaña (Olga Solís (voice)), Brad Garrett (Lord Grigon (voice)), Brandon Moon (Ambassador Helix (voice)), Jameela Jamil (Ambassador Questa (voice));https://image.tmdb.org/t/p/w185/vp7wBIQ4MkfJJ5KfN8bMOLxdSJE.jpg, https://image.tmdb.org/t/p/w185/ik41sbEMHnoAT3LMIv7f0krXRwB.jpg, https://image.tmdb.org/t/p/w185/fCJuIn1PMUQtYdRRSnnoZeMJVWs.jpg, https://image.tmdb.org/t/p/w185/813ffbpoaoaJRdoe1yrbivboWKp.jpg, https://image.tmdb.org/t/p/w185/ocSrdXMrKNMLSJZLTrIxMaU53ie.jpg, https://image.tmdb.org/t/p/w185/e9RviCItpPoSwD79y4YYlDbIwM6.jpg;Director: Domee Shi, Madeline Sharafian;Home: Hogar dulce hogar, WALL·E: Batallón de limpieza, Lightyear, Transformers One, Planet 51;https://www.youtube.com/watch?v=U0VCAsn51ZU
En Sueños [2025][1080p][1.8 Gb];En sueños;2025;Stevie y su hermano pequeño Elliot viajan al absurdo mundo de sus sueños para pedirle a Sandman que les conceda un deseo: la familia perfecta.;https://image.tmdb.org/t/p/w500/z2v3lNAA2ymrZuKof4J2vqFIBdw.jpg;Aventura, Animación, Comedia, Familia, Fantasía;6.955;0;0;https://www.themoviedb.org/movie/1117857;https://image.tmdb.org/t/p/original/cTuFz80FozP54Aob9TYl4mF1wKk.jpg;;Jolie Hoang-Rappaport (Stevie (voice)), Elias Janssen (Elliot (voice)), Simu Liu (Dad (voice)), Craig Robinson (Baloney Tony (voice)), Cristin Milioti (Mom / Additional Voices (voice)), Gia Carides (Nightmara (voice));https://image.tmdb.org/t/p/w185/eV1xQFvXg9FnMwRgTEwImDSLK58.jpg, https://image.tmdb.org/t/p/w185/lWnROuRZnQX0WPR2LTuVYNyayxX.jpg, https://image.tmdb.org/t/p/w185/cCx2OghLj9KN73oyRZe92i2p3Ih.jpg, https://image.tmdb.org/t/p/w185/mTyTrOWUSOBJMOlDpnd4OYx7FlJ.jpg, https://image.tmdb.org/t/p/w185/zn0bAUnjauKIsDzRnhHogtUKpZm.jpg, https://image.tmdb.org/t/p/w185/ozzUvRlmtj9eSAaycFXOVSB7ulz.jpg;Director: Alexander Woo;Los hermanos Willoughby, Hopper, el polloliebre, Los Cretinos, Los Boxtrolls, 200% Wolf;https://www.youtube.com/watch?v=tZ8pfVOLAZ4
Encanto [2021] [1080p] [Dual Audio] [2,13 Gb];Encanto;2021;Los Madrigal son una familia extraordinaria que vive en una casa mágica de un pueblo vibrante en las montañas de Colombia, escondidas en un 'Encanto'. La magia ha bendecido a cada niño de la familia con un don único, desde la superfuerza hasta el poder de sanar. A todos, excepto Mirabel, quien desea ser tan especial como el resto de su familia.  Pero cuando la magia que rodea al Encanto está en peligro, Mirabel decide que ella, la única Madrigal sin ningún tipo de don único, puede ser la única esperanza de su excepcional familia.;https://image.tmdb.org/t/p/w500/d0ezQ1Jz0lpNsX1skEmIvqRL7mN.jpg;Animación, Comedia, Familia, Fantasía;7.569;0;0;https://www.themoviedb.org/movie/568124;https://image.tmdb.org/t/p/original/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg;;Stephanie Beatriz (Mirabel Madrigal (voice)), María Cecilia Botero (Abuela Alma Madrigal (voice)), John Leguizamo (Bruno Madrigal (voice)), Diane Guerrero (Isabela Madrigal (voice)), Jess Darrow (Luisa Madrigal (voice)), Carolina Gaitán (Pepa Madrigal (voice));https://image.tmdb.org/t/p/w185/7gNPOlsVIdg7QQOv1gRfHjv1Sdb.jpg, https://image.tmdb.org/t/p/w185/nH6eBBgv1PI9J6Ftkn01ny1TMt1.jpg, https://image.tmdb.org/t/p/w185/kwYCdxTlDh9zauUCg4mp2XTCQTw.jpg, https://image.tmdb.org/t/p/w185/suyRRuMIjBdAzTxdFM7U9zHMPTv.jpg, https://image.tmdb.org/t/p/w185/rJojc1ZUasEnUxSk7lL42RxyQbP.jpg, https://image.tmdb.org/t/p/w185/c7UPkmhIXYWmlqaQK250L8GTsPQ.jpg;Director: Byron Howard, Jared Bush;En sueños, La casa de muñecas de Gabby: La película, Hechizados, Epic: El mundo secreto, Campanilla;https://www.youtube.com/watch?v=SAH_W9q_brE
Enredados (Tangled) [2010][1080p][4.52 Gb];Enredados;2010;Flynn Rider, el más buscado -y encantador- bandido del reino, se esconde en una misteriosa torre y allí se encuentra con Rapunzel, una bella y avispada adolescente con una cabellera dorada de 21 metros de largo, que vive encerrada allí desde hace años. Ambos sellan un pacto y a partir de ese momento la pareja vivirá emocionantes aventuras en compañía de un caballo superpolicía, un camaleón sobreprotector y una ruda pandilla de matones;https://image.tmdb.org/t/p/w500/z5kvXWek4smCyeWBDJQkT5sLc9T.jpg;Animación, Familia, Aventura;7.613;0;0;https://www.themoviedb.org/movie/38757;https://image.tmdb.org/t/p/original/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg;;Mandy Moore (Rapunzel (voice)), Zachary Levi (Flynn Rider (voice)), Donna Murphy (Mother Gothel (voice)), Ron Perlman (Stabbington Brother (voice)), M.C. Gainey (Captain of the Guard (voice)), Jeffrey Tambor (Big Nose Thug (voice));https://image.tmdb.org/t/p/w185/2n0rqUGojRNEHrmtPeCEptHREEY.jpg, https://image.tmdb.org/t/p/w185/1W8L3kEMMPF9umT3ZGaNIiCYKfZ.jpg, https://image.tmdb.org/t/p/w185/tmre2oZkIHGqnLhWeldpX2Ujgl0.jpg, https://image.tmdb.org/t/p/w185/pOgMRdJhbBsvwGLRFXPRASTfcay.jpg, https://image.tmdb.org/t/p/w185/nM82se0lOFbOhhj3J6tRFcdEydO.jpg, https://image.tmdb.org/t/p/w185/e4IkxsEo5O4oUWrIpXlEhWa6lqB.jpg;Director: Nathan Greno, Byron Howard;Barbie: Mariposa y la princesa de las hadas, Barbie: El secreto de las hadas, Barbie Fairytopía: La magia del arco iris, Barbie Fairytopía, Barbie Fairytopía: Mermaidia;https://www.youtube.com/watch?v=ee3XOCH-pok
Entergalactic [2022][1080p][3.57 Gb];Entergalactic;2022;Sigue la historia de dos jóvenes artistas que navegan por los giros y vueltas de encontrar el amor en la ciudad de Nueva York.;https://image.tmdb.org/t/p/w500/oMU3JpuKuasjAWIbUQgCaT6pco1.jpg;Animación, Romance, Música;7.687;0;0;https://www.themoviedb.org/movie/1027014;https://image.tmdb.org/t/p/original/yeXCUUSaAZFH4Zyd4Spgq4nl1xr.jpg;;Kid Cudi (Jabari (voice)), Jessica Williams (Meadow Watson (voice)), Laura Harrier (Carmen Atkins (voice)), Ty Dolla Sign (Ky (voice)), Timothée Chalamet (Jimmy (voice)), Vanessa Hudgens (Karina (voice));https://image.tmdb.org/t/p/w185/z5TRmx4WQB9Ge1WQa6VdxBKnwmC.jpg, https://image.tmdb.org/t/p/w185/tcEvFYXqb34Gp29VT4302P5ZQfQ.jpg, https://image.tmdb.org/t/p/w185/hYS8z1DxP6jvsBNXMRALiSI3nhw.jpg, https://image.tmdb.org/t/p/w185/4s9JfCocadPSA2bca4Gwk9zFuAP.jpg, https://image.tmdb.org/t/p/w185/dFxpwRpmzpVfP1zjluH68DeQhyj.jpg, https://image.tmdb.org/t/p/w185/8S8Nn5m5qkiIrEJ3dzPRjltzrkx.jpg;Director: Fletcher Moules;Alguien especial, Mejor... solteras, Romance & Cigarettes, Sin malos rollos, La chica de la bicicleta;https://www.youtube.com/watch?v=pdWwe1t0r84
Erase una vez la vida;Érase una vez... El cuerpo humano;1987 - 1988;Erase una vez el Cuerpo Humano explica, de forma simple y amena a través de personajes animados, diferentes aspectos sobre anatomía y funcionamiento de nuestro cuerpo.;https://image.tmdb.org/t/p/w500/r3xqYvfNEAr5xnG5tsbe7J3WSGm.jpg;Animación, Familia, Documental;7.816;1;26;https://www.themoviedb.org/tv/2632;https://image.tmdb.org/t/p/original/hzYU23r3lPOoscr9vus5aT50276.jpg;T1:26;Roger Carel (Maestro (voice)), Gilles Laurent ((voice)), Marie-Laure Beneston (Psi (voice)), Alain Dorval ((voice)), Henry Djanik ((voice));https://image.tmdb.org/t/p/w185/nIibRj2FbvhGQqXMrLJJqAsG107.jpg, https://image.tmdb.org/t/p/w185/mDICImcq7ESrS0YtexALjCG41F9.jpg, https://image.tmdb.org/t/p/w185/wulqXmgWSvTMBhjfRAvImwtfe7m.jpg, https://image.tmdb.org/t/p/w185/AtrbgRS4F9GqNP0oL06HXM2fy5A.jpg, https://image.tmdb.org/t/p/w185/uZGO1lxCYHXwWgPHfRoIPH5EWYs.jpg;Creador: Albert Barillé;Érase una vez... los exploradores, Érase una vez... los inventores, Érase una vez... las américas, The Joy of Painting, Nature;
Ferdinand [2017][1080p][4.10 Gb];Ferdinand;2017;Ferdinand es un novillo muy tranquilo que prefiere sentarse bajo un árbol a oler las flores que saltar, resoplar y embestirse con otros toros. A medida que va creciendo y haciéndose fuerte, su temperamento no cambia y sigue siendo un toro manso. Un día, unos hombres vienen buscando al toro más grande, rápido y bravo... y Ferdinand es elegido equivocadamente para las corridas de toros de Madrid.;https://image.tmdb.org/t/p/w500/hC5FyR149ZOnXUuXdIHQN5LAozW.jpg;Animación, Familia, Aventura, Comedia;7.211;0;0;https://www.themoviedb.org/movie/364689;https://image.tmdb.org/t/p/original/sTOhZruocNubL0HxjvdouwCEL9I.jpg;;John Cena (Ferdinand (voice)), Kate McKinnon (Lupe (voice)), Anthony Anderson (Bones (voice)), Bobby Cannavale (Valiente / Valiente's Father (voice)), Peyton Manning (Guapo (voice)), Gina Rodriguez (Una (voice));https://image.tmdb.org/t/p/w185/rgB2eIOt7WyQjdgJCOuESdDlrjg.jpg, https://image.tmdb.org/t/p/w185/2cNetzianFcxPQbyOQnkAIkKUZE.jpg, https://image.tmdb.org/t/p/w185/reO1OjwFdtXmiO4LMDaBj6eatzK.jpg, https://image.tmdb.org/t/p/w185/wlp20ggyNI7x0xGUtTjC2Xl2XmD.jpg, https://image.tmdb.org/t/p/w185/raqIgHYZhf7ibLDEeAVpLrWtJI8.jpg, https://image.tmdb.org/t/p/w185/2Mw6L8gpAhnXAgmJZkz85YxVmOt.jpg;Director: Carlos Saldanha;Campanilla y el tesoro perdido, El libro de la vida, La abeja Maya: Los juegos de la miel, Los Boxtrolls, La abeja Maya. La película;https://www.youtube.com/watch?v=KRTT0wIxqoA
Finding Nemo [2003][1080p][1.55 Gb];Buscando a Nemo;2003;Nemo, un pececillo, hijo único muy querido y protegido por su padre, ha sido capturado en un arrecife australiano y ahora vive en una pecera en la oficina de un dentista de Sidney. El tímido padre de Nemo se embarcará en una peligrosa aventura para rescatar a su hijo. Pero Nemo y sus nuevos amigos tienen también un astuto plan para escapar de la pecera y volver al mar.;https://image.tmdb.org/t/p/w500/jPhak722pNGxQIXSEfeWIUqBrO5.jpg;Animación, Familia, Aventura;7.819;0;0;https://www.themoviedb.org/movie/12;https://image.tmdb.org/t/p/original/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg;;Albert Brooks (Marlin (voice)), Ellen DeGeneres (Dory (voice)), Alexander Gould (Nemo (voice)), Willem Dafoe (Gill (voice)), Geoffrey Rush (Nigel (voice)), Brad Garrett (Bloat (voice));https://image.tmdb.org/t/p/w185/8iDSGu5l93N7benjf6b3AysBore.jpg, https://image.tmdb.org/t/p/w185/z8IEEid4z63CBlJtxrTKEfsW7NA.jpg, https://image.tmdb.org/t/p/w185/zzfj8LHhSiRntnyThvOBirEEmII.jpg, https://image.tmdb.org/t/p/w185/ui8e4sgZAwMPi3hzEO53jyBJF9B.jpg, https://image.tmdb.org/t/p/w185/npXFjaFQzBNroCEPllGPTZ5IisA.jpg, https://image.tmdb.org/t/p/w185/813ffbpoaoaJRdoe1yrbivboWKp.jpg;Director: Andrew Stanton;Buscando a Dory, Los Croods, Cumpleaños mutante, En busca del valle encantado X: El viaje de los Cuellilargos, Chicken Little;https://www.youtube.com/watch?v=ABDiB48VPJc
Frankenweenie [2012][1080p][4.54 Gb];Frankenweenie;2012;"""De la mente del director Tim Burton ('Alicia en el país de las maravillas', 'La leyenda de Sleepy Hollow'), surge 'Frankenweenie', la tierna historia de un chico y su mascota. Cuando el pequeño perro Sparky fallece, Víctor (su amo y amigo) trata de usar diversas técnicas científicas para intentar revivir al animal, y traerlo de vuelta al mundo de los vivos, todo ello mediante algunos ajustes corporales. Aunque el chico intenta que nadie vea a su """"monstruo"""", el perro Sparky consigue escapar, los amigos del colegio del niño, sus profesores e incluso todos sus vecinos sabrán que construir una nueva vida puede llegar a ser algo terrible y escalofriante.""";https://image.tmdb.org/t/p/w500/4WZaUjHswR2mak767GEXgiWYxeq.jpg;Animación, Comedia, Familia;7.0;0;0;https://www.themoviedb.org/movie/62214;https://image.tmdb.org/t/p/original/yfTZ2MSRWc06cBrFOsAF4Lebi4.jpg;;Catherine O'Hara (Mrs. Frankenstein / Weird Girl / Gym Teacher (voice)), Martin Short (Mr. Frankenstein / Mr. Burgemeister / Nassor (voice)), Martin Landau (Mr. Rzykruski (voice)), Charlie Tahan (Victor Frankenstein (voice)), Atticus Shaffer (Edgar 'E' Gore (voice)), Winona Ryder (Elsa Van Helsing (voice));https://image.tmdb.org/t/p/w185/gI2RyymLJ9ZrhEyJSD5EqSvFpCX.jpg, https://image.tmdb.org/t/p/w185/vWoZIOk7K8TSKu1IN90akswsWjZ.jpg, https://image.tmdb.org/t/p/w185/dznOAZPpAyXu7PfCz5obbJ2YzsJ.jpg, https://image.tmdb.org/t/p/w185/isCdDBAxrSOjugK3HjgESi6rXcn.jpg, https://image.tmdb.org/t/p/w185/uZUZizKPSIiEiqVXh5IwIQBH2VX.jpg, https://image.tmdb.org/t/p/w185/8RVrlgtua8b53wmK7oZAAkm0N5O.jpg;Director: Tim Burton;Trasto, de la mansion a la calle, Mascotas 2, StarDog Y TurboCat, Una familia feliz 2, La oveja Shaun: La película;https://www.youtube.com/watch?v=2e1_XxakM-I
